graph_id,node_id,label,feat_zoning_type_0,feat_zoning_type_1,feat_zoning_type_2,feat_zoning_type_3,feat_connectivity_0,feat_connectivity_1,feat_connectivity_2,train_mask,val_mask,test_mask
26,8,4,0,1,0,0,0.1666666666666666,0.8333333333333334,0.0,True,False,False
26,9,8,0,0,0,1,0.0,1.0,0.0,True,False,False
26,10,0,1,0,0,0,0.0,1.0,0.0,True,False,False
26,11,5,0,0,1,0,0.0,0.0,0.0,True,False,False
26,12,5,0,0,1,0,1.0,0.0,0.0,True,False,False
26,13,0,1,0,0,0,0.0,1.0,0.0,True,False,False
26,14,0,1,0,0,0,0.0,1.0,0.0,True,False,False
26,15,8,0,0,0,1,0.0,1.0,0.0,True,False,False
26,16,0,1,0,0,0,0.0,1.0,0.0,True,False,False
26,17,1,0,1,0,0,0.25,0.5,0.25,False,False,True
26,18,7,0,0,1,0,0.0,1.0,0.0,True,False,False
26,19,2,0,1,0,0,1.0,0.0,0.0,True,False,False
26,20,2,0,1,0,0,0.0,1.0,0.0,True,False,False
26,21,1,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
26,22,7,0,0,1,0,0.0,1.0,0.0,False,False,True
26,23,0,1,0,0,0,0.0,1.0,0.0,False,False,True
26,24,4,0,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,False,False
26,25,8,0,0,0,1,0.0,1.0,0.0,True,False,False
26,26,5,0,0,1,0,0.0,1.0,0.0,True,False,False
26,27,5,0,0,1,0,0.0,0.25,0.75,False,True,False
29,0,0,1,0,0,0,0.0,1.0,0.0,True,False,False
29,1,0,1,0,0,0,0.0,1.0,0.0,True,False,False
29,2,7,0,0,1,0,0.0,1.0,0.0,False,False,True
29,3,2,0,1,0,0,1.0,0.0,0.0,True,False,False
29,4,8,0,0,0,1,0.0,1.0,0.0,True,False,False
29,5,4,0,1,0,0,0.2857142857142857,0.5714285714285714,0.1428571428571428,True,False,False
29,6,0,1,0,0,0,0.0,1.0,0.0,False,True,False
29,7,1,0,1,0,0,0.6666666666666666,0.3333333333333333,0.0,True,False,False
29,8,7,0,0,1,0,0.0,1.0,0.0,True,False,False
29,9,2,0,1,0,0,1.0,0.0,0.0,False,False,True
29,10,0,1,0,0,0,0.0,1.0,0.0,False,False,True
29,11,1,0,1,0,0,0.6666666666666666,0.3333333333333333,0.0,True,False,False
29,12,8,0,0,0,1,0.0,1.0,0.0,True,False,False
29,13,0,1,0,0,0,0.0,1.0,0.0,True,False,False
29,14,4,0,1,0,0,0.2857142857142857,0.5714285714285714,0.1428571428571428,True,False,False
29,15,6,0,0,1,0,0.0,1.0,0.0,True,False,False
29,16,7,0,0,1,0,0.0,1.0,0.0,True,False,False
29,17,7,0,0,1,0,0.0,1.0,0.0,True,False,False
29,18,4,0,1,0,0,0.2857142857142857,0.5714285714285714,0.1428571428571428,True,False,False
29,19,0,1,0,0,0,0.0,1.0,0.0,True,False,False
29,20,0,1,0,0,0,0.0,1.0,0.0,True,False,False
29,21,0,1,0,0,0,0.0,1.0,0.0,True,False,False
29,22,7,0,0,1,0,0.0,1.0,0.0,True,False,False
29,23,1,0,1,0,0,0.6666666666666666,0.3333333333333333,0.0,True,False,False
29,24,2,0,1,0,0,1.0,0.0,0.0,True,False,False
29,25,8,0,0,0,1,0.0,1.0,0.0,False,True,False
29,26,5,0,0,1,0,0.0,0.25,0.75,False,False,True
29,27,5,0,0,1,0,0.0,1.0,0.0,True,False,False
45,0,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
45,1,4,0,1,0,0,0.0,1.0,0.0,True,False,False
45,2,8,0,0,0,1,0.0,1.0,0.0,True,False,False
45,3,6,0,0,1,0,0.5,0.5,0.0,True,False,False
45,4,6,0,0,1,0,0.0,1.0,0.0,True,False,False
45,5,7,0,0,1,0,0.0,1.0,0.0,True,False,False
45,6,4,0,1,0,0,0.0,1.0,0.0,False,False,True
45,7,8,0,0,0,1,0.0,1.0,0.0,True,False,False
45,8,6,0,0,1,0,0.5,0.5,0.0,True,False,False
45,9,7,0,0,1,0,0.0,1.0,0.0,True,False,False
45,10,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
45,11,6,0,0,1,0,0.0,1.0,0.0,True,False,False
45,12,6,0,0,1,0,0.5,0.5,0.0,True,False,False
45,13,7,0,0,1,0,0.0,1.0,0.0,True,False,False
45,14,6,0,0,1,0,0.0,1.0,0.0,True,False,False
45,15,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
45,16,8,0,0,0,1,0.0,1.0,0.0,False,True,False
45,17,4,0,1,0,0,0.0,1.0,0.0,False,False,True
45,18,4,0,1,0,0,0.0,1.0,0.0,True,False,False
45,19,7,0,0,1,0,0.0,1.0,0.0,True,False,False
45,20,6,0,0,1,0,0.5,0.5,0.0,True,False,False
45,21,6,0,0,1,0,0.0,1.0,0.0,True,False,False
45,22,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
45,23,8,0,0,0,1,0.0,1.0,0.0,False,True,False
45,24,6,0,0,1,0,0.0,1.0,0.0,True,False,False
45,25,6,0,0,1,0,0.5,0.5,0.0,False,False,True
45,26,7,0,0,1,0,0.0,1.0,0.0,True,False,False
45,27,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
45,28,8,0,0,0,1,0.0,1.0,0.0,True,False,False
45,29,4,0,1,0,0,0.0,1.0,0.0,False,True,False
45,30,8,0,0,0,1,0.0,1.0,0.0,True,False,False
45,31,7,0,0,1,0,0.0,1.0,0.0,True,False,False
45,32,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,False,True,False
45,33,6,0,0,1,0,0.5,0.5,0.0,True,False,False
45,34,4,0,1,0,0,0.0,1.0,0.0,True,False,False
45,35,6,0,0,1,0,0.0,1.0,0.0,True,False,False
45,36,6,0,0,1,0,0.0,1.0,0.0,False,False,True
45,37,4,0,1,0,0,0.0,1.0,0.0,True,False,False
45,38,8,0,0,0,1,0.0,1.0,0.0,True,False,False
45,39,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
45,40,7,0,0,1,0,0.0,1.0,0.0,True,False,False
45,41,6,0,0,1,0,0.5,0.5,0.0,False,False,True
48,0,2,0,1,0,0,0.5,0.5,0.0,False,True,False
48,1,0,1,0,0,0,0.0,1.0,0.0,True,False,False
48,2,7,0,0,1,0,0.0,1.0,0.0,True,False,False
48,3,8,0,0,0,1,0.0,1.0,0.0,True,False,False
48,4,8,0,0,0,1,0.0,1.0,0.0,True,False,False
48,5,7,0,0,1,0,0.0,1.0,0.0,True,False,False
48,6,4,0,1,0,0,0.0,0.8571428571428571,0.1428571428571428,True,False,False
48,7,0,1,0,0,0,0.0,1.0,0.0,True,False,False
48,8,0,1,0,0,0,0.0,1.0,0.0,True,False,False
48,9,0,1,0,0,0,0.0,1.0,0.0,True,False,False
48,10,1,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,False,False,True
48,11,7,0,0,1,0,0.0,1.0,0.0,False,False,True
48,12,0,1,0,0,0,0.0,1.0,0.0,True,False,False
48,13,7,0,0,1,0,0.0,1.0,0.0,True,False,False
48,14,0,1,0,0,0,0.0,1.0,0.0,True,False,False
48,15,8,0,0,0,1,0.0,1.0,0.0,True,False,False
48,16,2,0,1,0,0,0.5,0.5,0.0,True,False,False
48,17,4,0,1,0,0,0.0,0.8571428571428571,0.1428571428571428,False,False,True
48,18,0,1,0,0,0,0.0,1.0,0.0,True,False,False
48,19,1,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
48,20,8,0,0,0,1,0.0,1.0,0.0,True,False,False
48,21,0,1,0,0,0,0.0,1.0,0.0,True,False,False
48,22,5,0,0,1,0,0.0,1.0,0.0,True,False,False
48,23,5,0,0,1,0,0.0,0.3333333333333333,0.6666666666666666,False,True,False
53,0,7,0,0,1,0,0.0,1.0,0.0,False,True,False
53,1,8,0,0,0,1,0.0,1.0,0.0,True,False,False
53,2,4,0,1,0,0,0.1666666666666666,0.6666666666666666,0.1666666666666666,True,False,False
53,3,0,1,0,0,0,0.5,0.5,0.0,True,False,False
53,4,0,1,0,0,0,0.0,1.0,0.0,False,False,True
53,5,2,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
53,6,8,0,0,0,1,0.0,1.0,0.0,True,False,False
53,7,1,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
53,8,2,0,1,0,0,0.0,1.0,0.0,False,False,True
53,9,1,0,1,0,0,0.0,1.0,0.0,True,False,False
53,10,8,0,0,0,1,0.0,1.0,0.0,False,True,False
53,11,7,0,0,1,0,0.0,1.0,0.0,True,False,False
53,12,8,0,0,0,1,0.0,1.0,0.0,True,False,False
53,13,0,1,0,0,0,0.0,1.0,0.0,True,False,False
53,14,4,0,1,0,0,0.0,0.8,0.2,False,False,True
53,15,6,0,0,1,0,0.0,1.0,0.0,True,False,False
53,16,6,0,0,1,0,0.5,0.5,0.0,True,False,False
53,17,5,0,0,1,0,0.0,0.0,1.0,True,False,False
53,18,8,0,0,0,1,0.0,0.0,1.0,True,False,False
53,19,8,0,0,0,1,0.0,1.0,0.0,True,False,False
53,20,4,0,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,False,False
53,21,4,0,1,0,0,0.1666666666666666,0.3333333333333333,0.5,True,False,False
53,22,5,0,0,1,0,1.0,0.0,0.0,True,False,False
58,0,2,0,1,0,0,0.0,0.0,1.0,True,False,False
58,1,1,0,1,0,0,0.0,0.7142857142857143,0.2857142857142857,False,True,False
58,2,0,1,0,0,0,0.0,1.0,0.0,False,False,True
58,3,0,1,0,0,0,0.0,1.0,0.0,True,False,False
58,4,7,0,0,1,0,0.0,1.0,0.0,True,False,False
58,5,7,0,0,1,0,0.0,1.0,0.0,True,False,False
58,6,0,1,0,0,0,0.0,1.0,0.0,True,False,False
58,7,0,1,0,0,0,0.0,1.0,0.0,False,False,True
58,8,0,1,0,0,0,0.0,1.0,0.0,True,False,False
58,9,7,0,0,1,0,0.0,1.0,0.0,True,False,False
58,10,0,1,0,0,0,0.0,1.0,0.0,False,False,True
58,11,1,0,1,0,0,0.0,0.7142857142857143,0.2857142857142857,True,False,False
58,12,2,0,1,0,0,0.0,0.0,1.0,True,False,False
58,13,7,0,0,1,0,0.0,1.0,0.0,True,False,False
58,14,0,1,0,0,0,0.0,1.0,0.0,True,False,False
58,15,0,1,0,0,0,0.0,1.0,0.0,True,False,False
58,16,1,0,1,0,0,0.0,0.6,0.4,True,False,False
58,17,7,0,0,1,0,0.0,1.0,0.0,True,False,False
58,18,2,0,1,0,0,0.0,0.0,1.0,True,False,False
58,19,2,0,1,0,0,0.0,0.0,1.0,True,False,False
58,20,0,1,0,0,0,0.0,1.0,0.0,True,False,False
58,21,0,1,0,0,0,0.0,1.0,0.0,True,False,False
58,22,1,0,1,0,0,0.0,0.6,0.4,False,True,False
58,23,7,0,0,1,0,0.0,1.0,0.0,False,False,True
58,24,4,0,1,0,0,0.2,0.0,0.8,True,False,False
58,25,5,0,0,1,0,1.0,0.0,0.0,True,False,False
64,0,0,1,0,0,0,0.0,1.0,0.0,True,False,False
64,1,7,0,0,1,0,0.0,1.0,0.0,False,False,True
64,2,8,0,0,0,1,0.0,1.0,0.0,True,False,False
64,3,1,0,1,0,0,0.3333333333333333,0.5,0.1666666666666666,False,True,False
64,4,0,1,0,0,0,0.0,1.0,0.0,True,False,False
64,5,2,0,1,0,0,0.5,0.5,0.0,True,False,False
64,6,4,0,1,0,0,0.5,0.5,0.0,True,False,False
64,7,4,0,1,0,0,0.1666666666666666,0.6666666666666666,0.1666666666666666,False,False,True
64,8,0,1,0,0,0,0.0,1.0,0.0,True,False,False
64,9,8,0,0,0,1,0.0,1.0,0.0,True,False,False
64,10,1,0,1,0,0,0.5,0.5,0.0,True,False,False
64,11,2,0,1,0,0,0.0,1.0,0.0,True,False,False
64,12,7,0,0,1,0,0.0,1.0,0.0,True,False,False
64,13,0,1,0,0,0,0.0,1.0,0.0,False,False,True
64,14,4,0,1,0,0,0.0,0.0,1.0,True,False,False
64,15,5,0,0,1,0,0.0,0.0,1.0,True,False,False
76,0,7,0,0,1,0,0.0,1.0,0.0,True,False,False
76,1,4,0,1,0,0,0.1428571428571428,0.7142857142857143,0.1428571428571428,True,False,False
76,2,2,0,1,0,0,0.0,1.0,0.0,True,False,False
76,3,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,4,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
76,5,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,6,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,7,7,0,0,1,0,0.0,1.0,0.0,False,True,False
76,8,8,0,0,0,1,0.0,1.0,0.0,True,False,False
76,9,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
76,10,8,0,0,0,1,0.0,1.0,0.0,True,False,False
76,11,7,0,0,1,0,0.0,1.0,0.0,True,False,False
76,12,7,0,0,1,0,0.0,1.0,0.0,True,False,False
76,13,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,14,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,15,2,0,1,0,0,0.0,1.0,0.0,True,False,False
76,16,4,0,1,0,0,0.1666666666666666,0.6666666666666666,0.1666666666666666,True,False,False
76,17,2,0,1,0,0,0.0,1.0,0.0,True,False,False
76,18,7,0,0,1,0,0.0,1.0,0.0,False,False,True
76,19,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,20,4,0,1,0,0,0.1428571428571428,0.7142857142857143,0.1428571428571428,True,False,False
76,21,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,22,7,0,0,1,0,0.0,1.0,0.0,True,False,False
76,23,8,0,0,0,1,0.0,1.0,0.0,False,True,False
76,24,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,25,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
76,26,0,1,0,0,0,0.0,1.0,0.0,False,True,False
76,27,0,1,0,0,0,0.3333333333333333,0.6666666666666666,0.0,True,False,False
76,28,0,1,0,0,0,0.0,1.0,0.0,True,False,False
76,29,7,0,0,1,0,0.0,1.0,0.0,True,False,False
76,30,2,0,1,0,0,0.0,1.0,0.0,True,False,False
76,31,8,0,0,0,1,0.0,1.0,0.0,False,False,True
76,32,7,0,0,1,0,0.0,1.0,0.0,False,False,True
76,33,4,0,1,0,0,0.1666666666666666,0.6666666666666666,0.1666666666666666,True,False,False
76,34,5,0,0,1,0,0.0,0.0,1.0,True,False,False
76,35,5,0,0,1,0,0.0,0.0,1.0,False,False,True
76,36,4,0,1,0,0,0.0,0.0,1.0,False,False,True
76,37,4,0,1,0,0,0.0,0.0,1.0,True,False,False
79,0,0,1,0,0,0,0.0,1.0,0.0,True,False,False
79,1,4,0,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,False,False
79,2,0,1,0,0,0,0.0,1.0,0.0,False,False,True
79,3,8,0,0,0,1,0.0,1.0,0.0,False,False,True
79,4,0,1,0,0,0,0.0,1.0,0.0,True,False,False
79,5,4,0,1,0,0,0.0,1.0,0.0,False,True,False
79,6,7,0,0,1,0,0.0,1.0,0.0,True,False,False
79,7,1,0,1,0,0,0.25,0.75,0.0,True,False,False
79,8,2,0,1,0,0,0.0,1.0,0.0,True,False,False
79,9,7,0,0,1,0,0.0,1.0,0.0,True,False,False
79,10,0,1,0,0,0,0.0,1.0,0.0,True,False,False
79,11,2,0,1,0,0,0.0,1.0,0.0,True,False,False
79,12,4,0,1,0,0,0.0,1.0,0.0,True,False,False
79,13,0,1,0,0,0,0.0,1.0,0.0,True,False,False
79,14,7,0,0,1,0,0.0,1.0,0.0,True,False,False
79,15,0,1,0,0,0,0.0,1.0,0.0,True,False,False
79,16,4,0,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,False,False
79,17,8,0,0,0,1,0.0,1.0,0.0,True,False,False
79,18,1,0,1,0,0,0.25,0.75,0.0,True,False,False
79,19,7,0,0,1,0,0.0,1.0,0.0,True,False,False
79,20,7,0,0,1,0,0.0,1.0,0.0,False,False,True
79,21,0,1,0,0,0,0.0,1.0,0.0,True,False,False
79,22,8,0,0,0,1,0.0,1.0,0.0,True,False,False
79,23,2,0,1,0,0,0.0,1.0,0.0,False,False,True
79,24,1,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,False,True,False
79,25,4,0,1,0,0,0.0,1.0,0.0,True,False,False
79,26,0,1,0,0,0,0.0,1.0,0.0,True,False,False
79,27,4,0,1,0,0,0.25,0.5,0.25,True,False,False
79,28,5,0,0,1,0,0.0,0.0,1.0,True,False,False
94,0,0,1,0,0,0,0.0,0.75,0.25,False,False,True
94,1,8,0,0,0,1,0.0,1.0,0.0,True,False,False
94,2,2,0,1,0,0,0.0,1.0,0.0,True,False,False
94,3,7,0,0,1,0,0.0,1.0,0.0,True,False,False
94,4,6,0,0,1,0,0.0,1.0,0.0,True,False,False
94,5,7,0,0,1,0,0.0,1.0,0.0,True,False,False
94,6,2,0,1,0,0,0.0,1.0,0.0,True,False,False
94,7,8,0,0,0,1,0.0,1.0,0.0,True,False,False
94,8,0,1,0,0,0,0.0,0.6666666666666666,0.3333333333333333,True,False,False
94,9,7,0,0,1,0,0.0,1.0,0.0,True,False,False
94,10,0,1,0,0,0,0.0,0.6666666666666666,0.3333333333333333,False,True,False
94,11,8,0,0,0,1,0.0,1.0,0.0,False,False,True
94,12,2,0,1,0,0,0.0,1.0,0.0,True,False,False
94,13,2,0,1,0,0,0.0,1.0,0.0,True,False,False
94,14,7,0,0,1,0,0.0,1.0,0.0,True,False,False
94,15,0,1,0,0,0,0.0,0.6666666666666666,0.3333333333333333,False,False,True
94,16,8,0,0,0,1,0.0,1.0,0.0,False,True,False
94,17,5,0,0,1,0,0.0,0.0,1.0,True,False,False
94,18,5,0,0,1,0,0.0,0.0,1.0,True,False,False
94,19,5,0,0,1,0,0.0,0.0,1.0,True,False,False
94,20,5,0,0,1,0,0.0,0.0,1.0,True,False,False
120,0,4,0,1,0,0,0.0,0.8333333333333334,0.1666666666666666,True,False,False
120,1,0,1,0,0,0,0.0,1.0,0.0,True,False,False
120,2,2,0,1,0,0,0.0,1.0,0.0,False,False,True
120,3,7,0,0,1,0,0.0,1.0,0.0,False,True,False
120,4,1,0,1,0,0,0.0,1.0,0.0,True,False,False
120,5,8,0,0,0,1,0.0,1.0,0.0,False,False,True
120,6,0,1,0,0,0,0.0,1.0,0.0,True,False,False
120,7,0,1,0,0,0,0.0,1.0,0.0,True,False,False
120,8,4,0,1,0,0,0.0,0.8,0.2,True,False,False
120,9,1,0,1,0,0,0.0,1.0,0.0,True,False,False
120,10,7,0,0,1,0,0.0,1.0,0.0,True,False,False
120,11,0,1,0,0,0,0.0,1.0,0.0,True,False,False
120,12,2,0,1,0,0,0.0,1.0,0.0,True,False,False
120,13,2,0,1,0,0,0.0,1.0,0.0,False,False,True
120,14,1,0,1,0,0,0.0,1.0,0.0,True,False,False
120,15,4,0,1,0,0,0.0,0.8333333333333334,0.1666666666666666,True,False,False
120,16,0,1,0,0,0,0.0,1.0,0.0,True,False,False
120,17,8,0,0,0,1,0.0,1.0,0.0,False,True,False
120,18,0,1,0,0,0,0.0,1.0,0.0,True,False,False
120,19,7,0,0,1,0,0.0,1.0,0.0,True,False,False
120,20,4,0,1,0,0,0.0,0.25,0.75,True,False,False
120,21,5,0,0,1,0,0.0,1.0,0.0,True,False,False
158,0,6,0,0,1,0,0.0,1.0,0.0,True,False,False
158,1,4,0,1,0,0,0.25,0.75,0.0,True,False,False
158,2,1,0,1,0,0,0.6,0.4,0.0,True,False,False
158,3,4,0,1,0,0,0.5,0.0,0.5,True,False,False
158,4,4,0,1,0,0,0.375,0.625,0.0,False,True,False
158,5,2,0,1,0,0,1.0,0.0,0.0,True,False,False
158,6,0,1,0,0,0,0.0,1.0,0.0,True,False,False
158,7,0,1,0,0,0,0.0,1.0,0.0,True,False,False
158,8,0,1,0,0,0,0.0,1.0,0.0,True,False,False
158,9,7,0,0,1,0,0.0,1.0,0.0,False,True,False
