graph_id,src_id,dst_id,feat_connectivity_0,feat_connectivity_1,feat_connectivity_2
45,4,1,0,1,0
45,5,1,0,1,0
45,6,8,0,1,0
45,6,9,0,1,0
45,6,10,0,1,0
45,6,11,0,1,0
45,7,10,0,1,0
45,8,6,0,1,0
45,8,10,1,0,0
45,9,6,0,1,0
45,10,6,0,1,0
45,10,7,0,1,0
45,10,8,1,0,0
45,11,6,0,1,0
45,12,15,1,0,0
45,12,17,0,1,0
45,13,17,0,1,0
45,14,17,0,1,0
45,15,12,1,0,0
45,15,16,0,1,0
45,15,17,0,1,0
45,16,15,0,1,0
45,17,12,0,1,0
45,17,13,0,1,0
45,17,14,0,1,0
45,17,15,0,1,0
45,18,19,0,1,0
45,18,20,0,1,0
45,18,21,0,1,0
45,18,22,0,1,0
45,19,18,0,1,0
45,20,18,0,1,0
45,20,22,1,0,0
45,21,18,0,1,0
45,22,18,0,1,0
45,22,20,1,0,0
45,22,23,0,1,0
45,23,22,0,1,0
45,24,29,0,1,0
45,25,27,1,0,0
45,25,29,0,1,0
45,26,29,0,1,0
45,27,25,1,0,0
45,27,28,0,1,0
45,27,29,0,1,0
45,28,27,0,1,0
45,29,24,0,1,0
45,29,25,0,1,0
45,29,26,0,1,0
45,29,27,0,1,0
45,30,32,0,1,0
45,31,34,0,1,0
45,32,30,0,1,0
45,32,33,1,0,0
45,32,34,0,1,0
45,33,32,1,0,0
45,33,34,0,1,0
45,34,31,0,1,0
45,34,32,0,1,0
45,34,33,0,1,0
45,34,35,0,1,0
45,35,34,0,1,0
45,36,37,0,1,0
45,37,36,0,1,0
45,37,39,0,1,0
45,37,40,0,1,0
45,37,41,0,1,0
45,38,39,0,1,0
45,39,37,0,1,0
45,39,38,0,1,0
45,39,41,1,0,0
45,40,37,0,1,0
45,41,37,0,1,0
45,41,39,1,0,0
48,0,3,0,1,0
48,0,10,1,0,0
48,1,6,0,1,0
48,2,6,0,1,0
48,3,0,0,1,0
48,3,10,0,1,0
48,4,8,0,1,0
48,4,9,0,1,0
48,5,8,0,1,0
48,6,1,0,1,0
48,6,2,0,1,0
48,6,7,0,1,0
48,6,8,0,1,0
48,6,9,0,1,0
48,6,10,0,1,0
48,6,23,0,0,1
48,7,6,0,1,0
48,8,4,0,1,0
48,8,5,0,1,0
48,8,6,0,1,0
48,9,4,0,1,0
48,9,6,0,1,0
48,10,0,1,0,0
48,10,3,0,1,0
48,10,6,0,1,0
48,11,17,0,1,0
48,12,17,0,1,0
48,13,14,0,1,0
48,14,13,0,1,0
48,14,17,0,1,0
48,14,20,0,1,0
48,15,16,0,1,0
48,15,19,0,1,0
48,16,15,0,1,0
48,16,19,1,0,0
48,17,11,0,1,0
48,17,12,0,1,0
48,17,14,0,1,0
48,17,18,0,1,0
48,17,19,0,1,0
48,17,21,0,1,0
48,17,23,0,0,1
48,18,17,0,1,0
48,18,20,0,1,0
48,19,15,0,1,0
48,19,16,1,0,0
48,19,17,0,1,0
48,20,14,0,1,0
48,20,18,0,1,0
48,21,17,0,1,0
48,22,23,0,1,0
48,23,6,0,0,1
48,23,17,0,0,1
48,23,22,0,1,0
53,0,2,0,1,0
53,1,5,0,1,0
53,1,7,0,1,0
53,2,0,0,1,0
53,2,3,1,0,0
53,2,4,0,1,0
53,2,5,0,1,0
53,2,7,0,1,0
53,2,21,0,0,1
53,3,2,1,0,0
53,3,6,0,1,0
53,4,2,0,1,0
53,4,6,0,1,0
53,5,1,0,1,0
53,5,2,0,1,0
53,5,7,1,0,0
53,6,3,0,1,0
53,6,4,0,1,0
53,7,1,0,1,0
53,7,2,0,1,0
53,7,5,1,0,0
53,8,12,0,1,0
53,8,14,0,1,0
53,9,10,0,1,0
53,9,14,0,1,0
53,10,9,0,1,0
53,11,14,0,1,0
53,12,8,0,1,0
53,12,13,0,1,0
53,13,12,0,1,0
53,13,14,0,1,0
53,14,8,0,1,0
53,14,9,0,1,0
53,14,11,0,1,0
53,14,13,0,1,0
53,14,21,0,0,1
53,15,21,0,1,0
53,16,19,0,1,0
53,16,20,1,0,0
53,17,21,0,0,1
53,18,20,0,0,1
53,19,16,0,1,0
53,20,16,1,0,0
53,20,18,0,0,1
53,20,21,0,1,0
53,21,2,0,0,1
53,21,14,0,0,1
53,21,15,0,1,0
53,21,17,0,0,1
53,21,20,0,1,0
53,21,22,1,0,0
53,22,21,1,0,0
58,0,1,0,0,1
58,1,0,0,0,1
58,1,2,0,1,0
58,1,3,0,1,0
58,1,4,0,1,0
58,1,5,0,1,0
58,1,6,0,1,0
58,1,24,0,0,1
58,2,1,0,1,0
58,3,1,0,1,0
58,4,1,0,1,0
58,5,1,0,1,0
58,6,1,0,1,0
58,7,11,0,1,0
58,8,11,0,1,0
58,9,11,0,1,0
58,10,11,0,1,0
58,11,7,0,1,0
58,11,8,0,1,0
58,11,9,0,1,0
58,11,10,0,1,0
58,11,12,0,0,1
58,11,13,0,1,0
58,11,24,0,0,1
58,12,11,0,0,1
58,13,11,0,1,0
58,14,16,0,1,0
58,15,16,0,1,0
58,16,14,0,1,0
58,16,15,0,1,0
58,16,17,0,1,0
58,16,18,0,0,1
58,16,24,0,0,1
58,17,16,0,1,0
58,18,16,0,0,1
58,19,22,0,0,1
58,20,22,0,1,0
58,21,22,0,1,0
58,22,19,0,0,1
58,22,20,0,1,0
58,22,21,0,1,0
58,22,23,0,1,0
58,22,24,0,0,1
58,23,22,0,1,0
58,24,1,0,0,1
58,24,11,0,0,1
58,24,16,0,0,1
58,24,22,0,0,1
58,24,25,1,0,0
58,25,24,1,0,0
64,0,3,0,1,0
64,1,6,0,1,0
64,2,3,0,1,0
64,2,5,0,1,0
64,3,0,0,1,0
64,3,2,0,1,0
64,3,4,0,1,0
64,3,5,1,0,0
64,3,6,1,0,0
64,3,14,0,0,1
64,4,3,0,1,0
64,5,2,0,1,0
64,5,3,1,0,0
64,6,1,0,1,0
64,6,3,1,0,0
64,7,8,0,1,0
64,7,10,1,0,0
64,7,11,0,1,0
64,7,12,0,1,0
64,7,13,0,1,0
64,7,14,0,0,1
64,8,7,0,1,0
64,9,10,0,1,0
64,10,7,1,0,0
64,10,9,0,1,0
64,11,7,0,1,0
64,12,7,0,1,0
64,13,7,0,1,0
64,14,3,0,0,1
64,14,7,0,0,1
64,14,15,0,0,1
64,15,14,0,0,1
76,0,1,0,1,0
76,1,0,0,1,0
76,1,3,0,1,0
76,1,4,1,0,0
76,1,5,0,1,0
76,1,6,0,1,0
76,1,7,0,1,0
76,1,35,0,0,1
76,2,4,0,1,0
76,3,1,0,1,0
76,4,1,1,0,0
76,4,2,0,1,0
76,4,8,0,1,0
76,5,1,0,1,0
76,6,1,0,1,0
76,7,1,0,1,0
76,8,4,0,1,0
76,9,10,0,1,0
76,9,15,0,1,0
76,9,16,1,0,0
76,10,9,0,1,0
76,11,16,0,1,0
76,12,16,0,1,0
76,13,16,0,1,0
76,14,16,0,1,0
76,15,9,0,1,0
76,16,9,1,0,0
76,16,11,0,1,0
76,16,12,0,1,0
76,16,13,0,1,0
76,16,14,0,1,0
76,16,35,0,0,1
76,17,25,0,1,0
76,18,20,0,1,0
76,19,20,0,1,0
76,20,18,0,1,0
76,20,19,0,1,0
76,20,21,0,1,0
76,20,22,0,1,0
76,20,24,0,1,0
76,20,25,1,0,0
76,20,34,0,0,1
76,21,20,0,1,0
76,22,20,0,1,0
76,23,25,0,1,0
76,24,20,0,1,0
76,25,17,0,1,0
76,25,20,1,0,0
76,25,23,0,1,0
76,26,33,0,1,0
76,27,30,0,1,0
76,27,31,0,1,0
76,27,33,1,0,0
76,28,33,0,1,0
76,29,33,0,1,0
76,30,27,0,1,0
76,31,27,0,1,0
76,32,33,0,1,0
76,33,26,0,1,0
76,33,27,1,0,0
76,33,28,0,1,0
76,33,29,0,1,0
76,33,32,0,1,0
76,33,34,0,0,1
76,34,20,0,0,1
76,34,33,0,0,1
76,34,36,0,0,1
76,35,1,0,0,1
76,35,16,0,0,1
76,35,37,0,0,1
76,36,34,0,0,1
76,37,35,0,0,1
79,0,5,0,1,0
79,1,4,0,1,0
79,1,7,1,0,0
79,1,28,0,0,1
79,2,5,0,1,0
79,3,7,0,1,0
79,4,1,0,1,0
79,5,0,0,1,0
79,5,2,0,1,0
79,5,6,0,1,0
79,5,7,0,1,0
79,5,9,0,1,0
79,6,5,0,1,0
79,7,1,1,0,0
79,7,3,0,1,0
79,7,5,0,1,0
79,7,8,0,1,0
79,8,7,0,1,0
79,9,5,0,1,0
79,10,12,0,1,0
79,11,18,0,1,0
79,12,10,0,1,0
79,12,14,0,1,0
79,12,15,0,1,0
79,12,18,0,1,0
79,12,19,0,1,0
79,13,16,0,1,0
79,14,12,0,1,0
79,15,12,0,1,0
79,16,13,0,1,0
79,16,18,1,0,0
79,16,28,0,0,1
79,17,18,0,1,0
79,18,11,0,1,0
79,18,12,0,1,0
79,18,16,1,0,0
79,18,17,0,1,0
79,19,12,0,1,0
79,20,25,0,1,0
79,21,25,0,1,0
79,22,24,0,1,0
79,23,24,0,1,0
79,23,27,0,1,0
79,24,22,0,1,0
79,24,23,0,1,0
79,24,27,1,0,0
79,25,20,0,1,0
79,25,21,0,1,0
79,25,26,0,1,0
79,25,27,0,1,0
79,26,25,0,1,0
79,27,23,0,1,0
79,27,24,1,0,0
79,27,25,0,1,0
79,27,28,0,0,1
79,28,1,0,0,1
79,28,16,0,0,1
79,28,27,0,0,1
94,0,1,0,1,0
94,0,2,0,1,0
94,0,4,0,1,0
94,0,19,0,0,1
94,1,0,0,1,0
94,2,0,0,1,0
94,2,3,0,1,0
94,3,2,0,1,0
94,4,0,0,1,0
94,5,6,0,1,0
94,6,5,0,1,0
94,6,8,0,1,0
94,7,8,0,1,0
94,8,6,0,1,0
94,8,7,0,1,0
94,8,18,0,0,1
94,9,12,0,1,0
94,10,11,0,1,0
94,10,12,0,1,0
94,10,19,0,0,1
94,11,10,0,1,0
94,12,9,0,1,0
94,12,10,0,1,0
94,13,14,0,1,0
94,13,15,0,1,0
94,14,13,0,1,0
94,15,13,0,1,0
94,15,16,0,1,0
94,15,18,0,0,1
94,16,15,0,1,0
94,17,18,0,0,1
94,18,8,0,0,1
94,18,15,0,0,1
94,18,17,0,0,1
94,19,0,0,0,1
94,19,10,0,0,1
94,19,20,0,0,1
94,20,19,0,0,1
120,0,1,0,1,0
120,0,2,0,1,0
120,0,4,0,1,0
120,0,6,0,1,0
120,0,7,0,1,0
120,0,20,0,0,1
120,1,0,0,1,0
120,2,0,0,1,0
120,3,4,0,1,0
120,4,0,0,1,0
120,4,3,0,1,0
120,4,5,0,1,0
120,5,4,0,1,0
120,6,0,0,1,0
120,7,0,0,1,0
120,8,9,0,1,0
120,8,10,0,1,0
120,8,11,0,1,0
120,8,12,0,1,0
120,8,20,0,0,1
120,9,8,0,1,0
120,10,8,0,1,0
120,11,8,0,1,0
120,12,8,0,1,0
120,13,15,0,1,0
120,14,15,0,1,0
120,14,17,0,1,0
120,15,13,0,1,0
120,15,14,0,1,0
120,15,16,0,1,0
120,15,18,0,1,0
120,15,19,0,1,0
120,15,20,0,0,1
120,16,15,0,1,0
120,17,14,0,1,0
120,18,15,0,1,0
120,19,15,0,1,0
120,20,0,0,0,1
120,20,8,0,0,1
120,20,15,0,0,1
120,20,21,0,1,0
120,21,20,0,1,0
158,0,4,0,1,0
158,1,4,1,0,0
158,1,6,0,1,0
158,1,7,0,1,0
158,1,8,0,1,0
158,2,3,1,0,0
158,2,4,1,0,0
158,2,5,1,0,0
158,2,12,0,1,0
158,2,13,0,1,0
158,3,2,1,0,0
158,3,59,0,0,1
158,4,0,0,1,0
158,4,1,1,0,0
158,4,2,1,0,0
158,4,5,1,0,0
158,4,7,0,1,0
158,4,10,0,1,0
158,4,11,0,1,0
158,4,14,0,1,0
158,5,2,1,0,0
158,5,4,1,0,0
158,6,1,0,1,0
158,7,1,0,1,0
158,7,4,0,1,0
158,8,1,0,1,0
158,9,11,0,1,0
158,10,4,0,1,0
158,11,4,0,1,0
158,11,9,0,1,0
158,12,2,0,1,0
158,13,2,0,1,0
158,14,4,0,1,0
158,15,24,0,1,0
158,16,25,0,1,0
158,17,18,0,1,0
158,18,17,0,1,0
158,18,24,0,1,0
158,18,29,0,1,0
158,19,24,1,0,0
158,19,25,1,0,0
158,20,24,0,1,0
158,21,25,1,0,0
158,21,28,0,1,0
158,22,24,1,0,0
158,22,58,0,0,1
158,23,25,0,1,0
158,24,15,0,1,0
158,24,18,0,1,0
158,24,19,1,0,0
158,24,20,0,1,0
158,24,22,1,0,0
158,24,25,1,0,0
158,25,16,0,1,0
158,25,19,1,0,0
158,25,21,1,0,0
158,25,23,0,1,0
158,25,24,1,0,0
158,25,26,0,1,0
158,25,27,0,1,0
158,26,25,0,1,0
158,27,25,0,1,0
158,28,21,0,1,0
158,29,18,0,1,0
158,30,31,0,1,0
158,30,33,0,1,0
158,30,35,0,1,0
158,30,38,1,0,0
158,30,39,0,1,0
158,30,40,1,0,0
158,30,41,0,1,0
158,31,30,0,1,0
158,32,41,0,1,0
158,33,30,0,1,0
158,34,38,1,0,0
158,34,59,0,0,1
158,35,30,0,1,0
158,36,38,1,0,0
158,37,38,0,1,0
158,38,30,1,0,0
158,38,34,1,0,0
158,38,36,1,0,0
158,38,37,0,1,0
158,38,42,0,1,0
158,39,30,0,1,0
158,39,40,0,1,0
158,40,30,1,0,0
158,40,39,0,1,0
158,41,30,0,1,0
158,41,32,0,1,0
158,42,38,0,1,0
158,43,45,1,0,0
158,43,46,0,1,0
158,43,47,1,0,0
158,43,52,1,0,0
158,43,53,0,1,0
158,43,55,0,1,0
158,44,49,0,1,0
158,44,52,0,1,0
158,44,54,0,1,0
158,45,43,1,0,0
158,45,52,1,0,0
158,46,43,0,1,0
158,47,43,1,0,0
158,47,51,0,1,0
158,48,52,0,1,0
158,49,44,0,1,0
158,50,52,1,0,0
158,50,58,0,0,1
158,51,47,0,1,0
158,52,43,1,0,0
158,52,44,0,1,0
158,52,45,1,0,0
158,52,48,0,1,0
158,52,50,1,0,0
158,53,43,0,1,0
158,54,44,0,1,0
158,55,43,0,1,0
158,56,58,0,1,0
158,57,59,0,1,0
158,58,22,0,0,1
158,58,50,0,0,1
158,58,56,0,1,0
158,59,3,0,0,1
158,59,34,0,0,1
158,59,57,0,1,0
159,0,8,0,1,0
159,1,2,0,1,0
159,2,1,0,1,0
159,2,3,0,1,0
159,2,5,0,1,0
159,2,6,0,1,0
159,2,7,0,1,0
159,2,8,1,0,0
159,2,22,0,0,1
159,3,2,0,1,0
159,4,8,0,1,0
159,5,2,0,1,0
159,6,2,0,1,0
159,7,2,0,1,0
159,8,0,0,1,0
159,8,2,1,0,0
159,8,4,0,1,0
159,9,10,0,1,0
159,9,11,0,1,0
159,9,22,0,0,1
159,10,9,0,1,0
159,10,12,0,1,0
159,11,9,0,1,0
159,12,10,0,1,0
159,13,15,0,1,0
159,14,15,0,1,0
159,14,21,0,1,0
159,15,13,0,1,0
159,15,14,0,1,0
159,15,16,0,1,0
159,15,17,0,1,0
159,15,18,0,1,0
159,15,20,0,1,0
159,15,21,1,0,0
159,15,22,0,0,1
159,16,15,0,1,0
159,17,15,0,1,0
159,18,15,0,1,0
159,19,21,0,1,0
159,20,15,0,1,0
159,21,14,0,1,0
159,21,15,1,0,0
159,21,19,0,1,0
159,22,2,0,0,1
159,22,9,0,0,1
159,22,15,0,0,1
159,22,23,0,0,1
159,22,24,0,0,1
159,23,22,0,0,1
159,24,22,0,0,1
160,0,2,0,1,0
160,0,8,1,0,0
160,0,9,0,1,0
160,1,5,0,1,0
160,2,0,0,1,0
160,3,9,0,1,0
160,4,9,0,1,0
160,5,1,0,1,0
160,5,9,0,1,0
160,6,9,0,1,0
160,7,9,0,1,0
160,8,0,1,0,0
160,9,0,0,1,0
160,9,3,0,1,0
160,9,4,0,1,0
160,9,5,0,1,0
160,9,6,0,1,0
160,9,7,0,1,0
160,9,40,0,0,1
160,10,15,0,1,0
160,10,17,0,1,0
160,10,19,1,0,0
160,11,15,0,1,0
160,12,15,0,1,0
160,13,15,0,1,0
160,13,18,0,1,0
160,14,15,0,1,0
160,15,10,0,1,0
160,15,11,0,1,0
160,15,12,0,1,0
160,15,13,0,1,0
160,15,14,0,1,0
160,15,16,0,1,0
160,15,20,0,1,0
160,15,42,0,0,1
160,16,15,0,1,0
160,17,10,0,1,0
160,18,13,0,1,0
160,19,10,1,0,0
160,20,15,0,1,0
160,21,22,1,0,0
160,21,24,0,1,0
160,21,27,0,1,0
160,22,21,1,0,0
160,23,24,0,1,0
160,24,21,0,1,0
160,24,23,0,1,0
160,24,26,0,1,0
160,24,28,0,1,0
160,24,42,0,0,1
160,25,28,0,1,0
160,26,24,0,1,0
160,27,21,0,1,0
160,28,24,0,1,0
160,28,25,0,1,0
160,29,31,1,0,0
160,30,35,0,1,0
160,31,29,1,0,0
160,31,34,0,1,0
160,31,36,0,1,0
160,32,36,0,1,0
160,33,36,0,1,0
160,34,31,0,1,0
160,35,30,0,1,0
160,35,36,0,1,0
160,36,31,0,1,0
160,36,32,0,1,0
160,36,33,0,1,0
160,36,35,0,1,0
160,36,37,0,1,0
160,36,38,0,1,0
160,36,40,0,0,1
160,37,36,0,1,0
160,38,36,0,1,0
160,39,42,0,0,1
160,40,9,0,0,1
160,40,36,0,0,1
160,40,41,0,0,1
160,41,40,0,0,1
160,42,15,0,0,1
160,42,24,0,0,1
160,42,39,0,0,1
172,0,6,0,1,0
172,1,2,0,1,0
172,1,4,0,1,0
172,1,6,0,1,0
172,1,7,0,1,0
172,1,37,0,0,1
172,2,1,0,1,0
172,3,6,0,1,0
172,4,1,0,1,0
172,5,6,0,1,0
172,6,0,0,1,0
172,6,1,0,1,0
172,6,3,0,1,0
172,6,5,0,1,0
172,6,8,0,1,0
172,7,1,0,1,0
172,8,6,0,1,0
172,9,10,0,1,0
172,9,11,1,0,0
172,9,12,0,1,0
172,9,14,0,1,0
172,9,15,0,1,0
172,9,37,0,0,1
172,10,9,0,1,0
172,10,13,0,1,0
172,10,16,0,1,0
172,10,17,0,1,0
172,11,9,1,0,0
172,12,9,0,1,0
172,13,10,0,1,0
172,14,9,0,1,0
172,15,9,0,1,0
172,16,10,0,1,0
172,17,10,0,1,0
172,18,22,0,1,0
172,19,20,0,1,0
172,19,22,0,1,0
172,19,23,0,1,0
172,19,26,0,1,0
172,19,36,0,0,1
172,20,19,0,1,0
172,21,22,0,1,0
172,22,18,0,1,0
172,22,19,0,1,0
172,22,21,0,1,0
172,22,24,0,1,0
172,22,25,0,1,0
172,23,19,0,1,0
172,24,22,0,1,0
172,25,22,0,1,0
172,26,19,0,1,0
172,27,28,0,1,0
172,28,27,0,1,0
172,28,29,0,1,0
172,28,30,0,1,0
172,28,32,0,1,0
172,29,28,0,1,0
172,29,31,0,1,0
172,29,33,0,1,0
172,29,34,1,0,0
172,29,35,0,1,0
172,29,36,0,0,1
172,30,28,0,1,0
172,31,29,0,1,0
172,32,28,0,1,0
172,33,29,0,1,0
172,34,29,1,0,0
172,35,29,0,1,0
172,36,19,0,0,1
172,36,29,0,0,1
172,37,1,0,0,1
172,37,9,0,0,1
193,0,1,0,1,0
193,1,0,0,1,0
193,1,2,0,1,0
193,1,3,0,1,0
193,1,4,1,0,0
193,1,15,0,0,1
193,2,1,0,1,0
193,3,1,0,1,0
193,4,1,1,0,0
193,5,6,0,1,0
193,6,5,0,1,0
193,6,8,1,0,0
193,6,9,0,1,0
193,6,10,0,1,0
193,6,11,0,1,0
193,6,13,0,1,0
193,6,14,0,1,0
193,6,15,0,0,1
193,7,8,1,0,0
193,7,12,0,1,0
193,8,6,1,0,0
193,8,7,1,0,0
193,8,12,0,1,0
193,9,6,0,1,0
193,10,6,0,1,0
193,11,6,0,1,0
193,12,7,0,1,0
193,12,8,0,1,0
193,13,6,0,1,0
