graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask,feat
1,19,42,0,,,,
1,20,29,0,,,,
1,20,22,0,,,,
1,20,7,0,,,,
1,20,4,0,,,,
1,20,63,0,,,,
1,20,46,0,,,,
1,20,39,0,,,,
1,20,9,0,,,,
1,21,7,0,,,,
1,21,47,0,,,,
1,21,4,0,,,,
1,21,46,0,,,,
1,21,59,0,,,,
1,22,20,0,,,,
1,22,17,0,,,,
1,22,54,0,,,,
1,22,49,0,,,,
1,22,34,0,,,,
1,23,29,0,,,,
1,23,3,0,,,,
1,23,65,0,,,,
1,23,61,0,,,,
1,24,25,0,,,,
1,24,2,0,,,,
1,24,6,0,,,,
1,24,52,0,,,,
1,25,27,0,,,,
1,25,14,0,,,,
1,25,2,0,,,,
1,25,24,0,,,,
1,26,1,0,,,,
1,26,67,0,,,,
1,26,63,0,,,,
1,26,12,0,,,,
1,27,43,0,,,,
1,27,25,0,,,,
1,28,50,0,,,,
1,28,8,0,,,,
1,28,19,0,,,,
1,28,68,0,,,,
1,28,56,0,,,,
1,29,20,0,,,,
1,29,60,0,,,,
1,29,23,0,,,,
1,29,44,0,,,,
1,29,34,0,,,,
1,30,8,0,,,,
1,30,65,0,,,,
1,30,68,0,,,,
1,31,19,0,,,,
1,31,32,0,,,,
1,31,52,0,,,,
1,32,43,0,,,,
1,32,31,0,,,,
1,32,2,0,,,,
1,32,19,0,,,,
1,32,6,0,,,,
1,32,0,0,,,,
1,32,56,0,,,,
1,32,12,0,,,,
1,33,47,0,,,,
1,33,40,0,,,,
1,33,48,0,,,,
1,33,46,0,,,,
1,33,59,0,,,,
1,34,29,0,,,,
1,34,50,0,,,,
1,34,22,0,,,,
1,34,8,0,,,,
1,34,65,0,,,,
1,35,17,0,,,,
1,35,69,0,,,,
1,35,37,0,,,,
1,36,70,0,,,,
1,36,57,0,,,,
1,36,11,0,,,,
1,36,14,0,,,,
1,36,55,0,,,,
1,36,69,0,,,,
1,37,70,0,,,,
1,37,35,0,,,,
1,37,41,0,,,,
1,37,69,0,,,,
1,38,53,0,,,,
1,38,67,0,,,,
1,38,61,0,,,,
1,39,20,0,,,,
1,39,45,0,,,,
1,39,60,0,,,,
1,39,48,0,,,,
1,39,15,0,,,,
1,39,46,0,,,,
1,40,45,0,,,,
1,40,33,0,,,,
1,41,17,0,,,,
1,41,37,0,,,,
1,42,70,0,,,,
1,42,19,0,,,,
1,43,27,0,,,,
1,43,18,0,,,,
1,43,58,0,,,,
1,43,71,0,,,,
1,43,32,0,,,,
1,44,29,0,,,,
1,44,50,0,,,,
1,44,67,0,,,,
1,44,63,0,,,,
1,44,61,0,,,,
1,45,40,0,,,,
1,45,46,0,,,,
1,45,39,0,,,,
1,45,9,0,,,,
1,46,20,0,,,,
1,46,45,0,,,,
1,46,47,0,,,,
1,46,4,0,,,,
1,46,21,0,,,,
1,46,33,0,,,,
1,46,48,0,,,,
1,46,39,0,,,,
1,46,59,0,,,,
1,46,9,0,,,,
1,47,21,0,,,,
1,47,33,0,,,,
1,47,48,0,,,,
1,47,15,0,,,,
1,47,46,0,,,,
1,48,47,0,,,,
1,48,33,0,,,,
1,48,46,0,,,,
1,48,39,0,,,,
1,49,50,0,,,,
1,49,22,0,,,,
1,49,51,0,,,,
1,49,63,0,,,,
1,49,19,0,,,,
1,49,12,0,,,,
1,50,62,0,,,,
1,50,28,0,,,,
1,50,10,0,,,,
1,50,49,0,,,,
1,50,44,0,,,,
1,50,34,0,,,,
1,51,18,0,,,,
1,51,54,0,,,,
1,51,71,0,,,,
1,51,49,0,,,,
1,51,64,0,,,,
1,52,70,0,,,,
1,52,14,0,,,,
1,52,55,0,,,,
1,52,31,0,,,,
1,52,0,0,,,,
1,52,24,0,,,,
1,53,62,0,,,,
1,53,38,0,,,,
1,53,10,0,,,,
1,53,5,0,,,,
1,54,22,0,,,,
1,54,51,0,,,,
1,54,13,0,,,,
1,54,9,0,,,,
1,55,70,0,,,,
1,55,57,0,,,,
1,55,14,0,,,,
1,55,18,0,,,,
1,55,36,0,,,,
1,55,19,0,,,,
1,55,0,0,,,,
1,55,52,0,,,,
1,56,28,0,,,,
1,56,10,0,,,,
1,56,5,0,,,,
1,56,32,0,,,,
1,57,70,0,,,,
1,57,55,0,,,,
1,57,36,0,,,,
1,57,19,0,,,,
1,58,14,0,,,,
1,58,18,0,,,,
1,58,43,0,,,,
1,59,16,0,,,,
1,59,4,0,,,,
1,59,21,0,,,,
1,59,33,0,,,,
1,59,46,0,,,,
1,60,29,0,,,,
1,60,3,0,,,,
1,60,39,0,,,,
1,61,62,0,,,,
1,61,38,0,,,,
1,61,23,0,,,,
1,61,44,0,,,,
1,62,50,0,,,,
1,62,53,0,,,,
1,62,65,0,,,,
1,62,68,0,,,,
1,62,61,0,,,,
1,63,20,0,,,,
1,63,26,0,,,,
1,63,49,0,,,,
1,63,44,0,,,,
1,63,64,0,,,,
1,64,1,0,,,,
1,64,51,0,,,,
1,64,63,0,,,,
1,64,9,0,,,,
1,65,30,0,,,,
1,65,62,0,,,,
1,65,23,0,,,,
1,65,34,0,,,,
1,66,69,0,,,,
1,66,13,0,,,,
1,67,38,0,,,,
1,67,10,0,,,,
1,67,26,0,,,,
1,67,44,0,,,,
1,68,30,0,,,,
1,68,62,0,,,,
1,68,28,0,,,,
1,68,5,0,,,,
1,69,35,0,,,,
1,69,66,0,,,,
1,69,36,0,,,,
1,69,37,0,,,,
1,70,57,0,,,,
1,70,55,0,,,,
1,70,36,0,,,,
1,70,42,0,,,,
1,70,52,0,,,,
1,70,37,0,,,,
1,71,1,0,,,,
1,71,43,0,,,,
1,71,51,0,,,,
1,71,12,0,,,,
2,0,25,0,,,,
2,0,13,0,,,,
2,0,48,0,,,,
2,0,43,0,,,,
2,0,38,0,,,,
2,1,21,0,,,,
2,1,40,0,,,,
2,1,11,0,,,,
2,1,18,0,,,,
2,1,9,0,,,,
2,1,23,0,,,,
2,2,21,0,,,,
2,2,40,0,,,,
2,2,31,0,,,,
2,2,45,0,,,,
2,3,17,0,,,,
2,3,22,0,,,,
2,3,4,0,,,,
2,3,7,0,,,,
2,3,36,0,,,,
2,3,13,0,,,,
2,4,8,0,,,,
2,4,3,0,,,,
2,4,7,0,,,,
2,4,41,0,,,,
2,5,21,0,,,,
2,5,14,0,,,,
2,5,11,0,,,,
2,5,45,0,,,,
2,6,15,0,,,,
2,6,7,0,,,,
2,6,36,0,,,,
2,7,8,0,,,,
2,7,3,0,,,,
2,7,6,0,,,,
2,7,4,0,,,,
2,7,16,0,,,,
2,8,10,0,,,,
2,8,4,0,,,,
2,8,7,0,,,,
2,8,16,0,,,,
2,9,1,0,,,,
2,9,10,0,,,,
2,9,18,0,,,,
2,9,16,0,,,,
2,9,23,0,,,,
2,9,12,0,,,,
2,10,8,0,,,,
2,10,18,0,,,,
2,10,16,0,,,,
2,10,9,0,,,,
2,10,39,0,,,,
2,11,1,0,,,,
2,11,34,0,,,,
2,11,37,0,,,,
2,11,27,0,,,,
2,11,5,0,,,,
2,11,32,0,,,,
2,12,46,0,,,,
2,12,15,0,,,,
2,12,40,0,,,,
2,12,20,0,,,,
2,12,9,0,,,,
2,12,39,0,,,,
2,13,34,0,,,,
2,13,17,0,,,,
2,13,3,0,,,,
2,13,46,0,,,,
2,13,22,0,,,,
2,13,24,0,,,,
2,13,36,0,,,,
2,13,0,0,,,,
2,13,48,0,,,,
2,13,43,0,,,,
2,13,38,0,,,,
2,13,23,0,,,,
2,14,35,0,,,,
2,14,37,0,,,,
2,14,5,0,,,,
2,15,6,0,,,,
2,15,24,0,,,,
2,15,16,0,,,,
2,15,12,0,,,,
2,16,17,0,,,,
2,16,8,0,,,,
2,16,10,0,,,,
2,16,15,0,,,,
2,16,7,0,,,,
2,16,9,0,,,,
2,17,3,0,,,,
2,17,24,0,,,,
2,17,16,0,,,,
2,17,13,0,,,,
2,17,23,0,,,,
2,18,19,0,,,,
2,18,1,0,,,,
2,18,10,0,,,,
2,18,20,0,,,,
2,18,9,0,,,,
2,19,21,0,,,,
2,19,31,0,,,,
2,19,18,0,,,,
2,20,40,0,,,,
2,20,31,0,,,,
2,20,18,0,,,,
2,20,12,0,,,,
2,20,39,0,,,,
2,21,19,0,,,,
2,21,1,0,,,,
2,21,2,0,,,,
2,21,5,0,,,,
2,22,3,0,,,,
2,22,30,0,,,,
2,22,13,0,,,,
2,22,41,0,,,,
2,22,48,0,,,,
2,22,43,0,,,,
2,23,1,0,,,,
2,23,34,0,,,,
2,23,17,0,,,,
2,23,46,0,,,,
2,23,13,0,,,,
2,23,9,0,,,,
2,24,17,0,,,,
2,24,46,0,,,,
2,24,15,0,,,,
2,24,36,0,,,,
2,24,13,0,,,,
2,25,28,0,,,,
2,25,42,0,,,,
2,25,0,0,,,,
2,25,33,0,,,,
2,26,44,0,,,,
2,26,42,0,,,,
2,26,47,0,,,,
2,27,44,0,,,,
2,27,42,0,,,,
2,27,40,0,,,,
2,27,11,0,,,,
2,27,45,0,,,,
2,27,38,0,,,,
2,28,25,0,,,,
2,28,47,0,,,,
2,28,29,0,,,,
2,28,30,0,,,,
2,28,43,0,,,,
2,28,32,0,,,,
2,29,28,0,,,,
2,29,47,0,,,,
2,29,30,0,,,,
2,29,41,0,,,,
2,30,28,0,,,,
2,30,22,0,,,,
2,30,29,0,,,,
2,30,33,0,,,,
2,30,41,0,,,,
2,31,19,0,,,,
2,31,2,0,,,,
2,31,20,0,,,,
2,32,34,0,,,,
2,32,28,0,,,,
2,32,37,0,,,,
2,32,42,0,,,,
2,32,47,0,,,,
2,32,11,0,,,,
2,33,25,0,,,,
2,33,30,0,,,,
2,33,48,0,,,,
2,34,11,0,,,,
2,34,13,0,,,,
2,34,43,0,,,,
2,34,38,0,,,,
2,34,23,0,,,,
2,34,32,0,,,,
2,35,44,0,,,,
2,35,14,0,,,,
2,35,45,0,,,,
2,36,3,0,,,,
2,36,6,0,,,,
2,36,24,0,,,,
2,36,13,0,,,,
2,36,48,0,,,,
2,37,44,0,,,,
2,37,14,0,,,,
2,37,47,0,,,,
2,37,11,0,,,,
2,37,32,0,,,,
2,38,34,0,,,,
2,38,46,0,,,,
2,38,42,0,,,,
2,38,0,0,,,,
2,38,27,0,,,,
2,38,13,0,,,,
2,39,10,0,,,,
2,39,20,0,,,,
2,39,12,0,,,,
2,40,1,0,,,,
2,40,46,0,,,,
2,40,2,0,,,,
2,40,20,0,,,,
2,40,27,0,,,,
2,40,12,0,,,,
2,41,22,0,,,,
2,41,29,0,,,,
2,41,4,0,,,,
2,41,30,0,,,,
2,42,25,0,,,,
2,42,44,0,,,,
2,42,26,0,,,,
2,42,27,0,,,,
2,42,38,0,,,,
2,42,32,0,,,,
2,43,34,0,,,,
2,43,28,0,,,,
2,43,22,0,,,,
2,43,0,0,,,,
2,43,13,0,,,,
2,44,35,0,,,,
2,44,26,0,,,,
2,44,37,0,,,,
2,44,42,0,,,,
2,44,27,0,,,,
2,45,35,0,,,,
2,45,2,0,,,,
2,45,27,0,,,,
2,45,5,0,,,,
2,46,40,0,,,,
2,46,24,0,,,,
2,46,13,0,,,,
2,46,38,0,,,,
2,46,23,0,,,,
2,46,12,0,,,,
2,47,28,0,,,,
2,47,26,0,,,,
2,47,37,0,,,,
2,47,29,0,,,,
2,47,32,0,,,,
2,48,22,0,,,,
2,48,36,0,,,,
2,48,0,0,,,,
2,48,33,0,,,,
2,48,13,0,,,,
3,0,31,0,,,,
3,0,5,0,,,,
3,0,29,0,,,,
3,0,22,0,,,,
3,0,25,0,,,,
3,0,7,0,,,,
3,0,9,0,,,,
3,0,17,0,,,,
3,1,31,0,,,,
3,1,19,0,,,,
3,1,45,0,,,,
3,1,39,0,,,,
3,1,28,0,,,,
3,1,10,0,,,,
3,2,13,0,,,,
3,2,3,0,,,,
3,2,34,0,,,,
3,2,46,0,,,,
3,3,43,0,,,,
3,3,37,0,,,,
3,3,33,0,,,,
3,3,2,0,,,,
3,4,5,0,,,,
3,4,34,0,,,,
3,4,44,0,,,,
3,4,18,0,,,,
3,4,9,0,,,,
3,4,17,0,,,,
3,5,23,0,,,,
3,5,0,0,,,,
3,5,4,0,,,,
3,5,33,0,,,,
3,5,9,0,,,,
3,5,17,0,,,,
3,6,48,0,,,,
3,6,15,0,,,,
3,6,8,0,,,,
3,6,30,0,,,,
3,7,23,0,,,,
3,7,29,0,,,,
3,7,0,0,,,,
3,7,14,0,,,,
3,7,17,0,,,,
3,8,48,0,,,,
3,8,6,0,,,,
3,8,30,0,,,,
3,8,47,0,,,,
3,9,31,0,,,,
3,9,5,0,,,,
3,9,45,0,,,,
3,9,34,0,,,,
3,9,0,0,,,,
3,9,18,0,,,,
3,9,4,0,,,,
3,9,33,0,,,,
3,9,17,0,,,,
3,10,31,0,,,,
3,10,1,0,,,,
3,10,11,0,,,,
3,10,32,0,,,,
3,11,39,0,,,,
3,11,32,0,,,,
3,11,10,0,,,,
3,11,38,0,,,,
3,12,29,0,,,,
3,12,20,0,,,,
3,12,44,0,,,,
3,12,35,0,,,,
3,13,43,0,,,,
3,13,19,0,,,,
3,13,28,0,,,,
3,13,2,0,,,,
3,14,29,0,,,,
3,14,20,0,,,,
3,14,22,0,,,,
3,14,7,0,,,,
3,15,39,0,,,,
3,15,6,0,,,,
3,15,30,0,,,,
3,15,27,0,,,,
3,15,38,0,,,,
3,16,29,0,,,,
3,16,44,0,,,,
3,16,18,0,,,,
3,16,35,0,,,,
3,16,17,0,,,,
3,17,23,0,,,,
3,17,5,0,,,,
3,17,29,0,,,,
3,17,44,0,,,,
3,17,16,0,,,,
3,17,0,0,,,,
3,17,18,0,,,,
3,17,4,0,,,,
3,17,7,0,,,,
3,17,9,0,,,,
3,18,45,0,,,,
3,18,16,0,,,,
3,18,4,0,,,,
3,18,9,0,,,,
3,18,17,0,,,,
3,19,1,0,,,,
3,19,24,0,,,,
3,19,13,0,,,,
3,19,46,0,,,,
3,20,23,0,,,,
3,20,29,0,,,,
3,20,12,0,,,,
3,20,14,0,,,,
3,21,43,0,,,,
3,21,41,0,,,,
3,21,37,0,,,,
3,22,31,0,,,,
3,22,29,0,,,,
3,22,41,0,,,,
3,22,0,0,,,,
3,22,14,0,,,,
3,23,5,0,,,,
3,23,29,0,,,,
3,23,20,0,,,,
3,23,44,0,,,,
3,23,7,0,,,,
3,23,17,0,,,,
3,24,19,0,,,,
3,24,39,0,,,,
3,24,27,0,,,,
3,25,41,0,,,,
3,25,37,0,,,,
3,25,0,0,,,,
3,25,33,0,,,,
3,26,31,0,,,,
3,26,43,0,,,,
3,26,41,0,,,,
3,26,28,0,,,,
3,26,33,0,,,,
3,27,24,0,,,,
3,27,15,0,,,,
3,28,31,0,,,,
3,28,1,0,,,,
3,28,13,0,,,,
3,28,34,0,,,,
3,28,26,0,,,,
3,29,31,0,,,,
3,29,23,0,,,,
3,29,36,0,,,,
3,29,20,0,,,,
3,29,32,0,,,,
3,29,22,0,,,,
3,29,44,0,,,,
3,29,16,0,,,,
3,29,12,0,,,,
3,29,0,0,,,,
3,29,35,0,,,,
3,29,7,0,,,,
3,29,14,0,,,,
3,29,17,0,,,,
3,30,15,0,,,,
3,30,6,0,,,,
3,30,8,0,,,,
3,30,38,0,,,,
3,31,1,0,,,,
3,31,45,0,,,,
3,31,29,0,,,,
3,31,34,0,,,,
3,31,32,0,,,,
3,31,22,0,,,,
3,31,28,0,,,,
3,31,0,0,,,,
3,31,26,0,,,,
3,31,10,0,,,,
3,31,33,0,,,,
3,31,9,0,,,,
3,32,31,0,,,,
3,32,36,0,,,,
3,32,29,0,,,,
3,32,11,0,,,,
3,32,47,0,,,,
3,32,40,0,,,,
3,32,10,0,,,,
3,32,38,0,,,,
3,33,31,0,,,,
3,33,5,0,,,,
3,33,3,0,,,,
3,33,34,0,,,,
3,33,25,0,,,,
3,33,26,0,,,,
3,33,9,0,,,,
3,34,31,0,,,,
3,34,45,0,,,,
3,34,28,0,,,,
3,34,4,0,,,,
3,34,33,0,,,,
3,34,2,0,,,,
3,34,9,0,,,,
3,35,36,0,,,,
3,35,29,0,,,,
3,35,16,0,,,,
3,35,12,0,,,,
3,35,42,0,,,,
3,36,29,0,,,,
3,36,32,0,,,,
3,36,40,0,,,,
3,36,35,0,,,,
3,37,3,0,,,,
3,37,25,0,,,,
3,37,21,0,,,,
3,38,11,0,,,,
3,38,39,0,,,,
3,38,15,0,,,,
3,38,32,0,,,,
3,38,30,0,,,,
3,38,47,0,,,,
3,39,1,0,,,,
3,39,24,0,,,,
3,39,11,0,,,,
3,39,15,0,,,,
3,39,38,0,,,,
3,40,36,0,,,,
3,40,32,0,,,,
3,40,47,0,,,,
3,40,42,0,,,,
3,41,22,0,,,,
3,41,25,0,,,,
3,41,21,0,,,,
3,41,26,0,,,,
3,42,48,0,,,,
3,42,47,0,,,,
3,42,40,0,,,,
3,42,35,0,,,,
3,43,13,0,,,,
3,43,3,0,,,,
3,43,21,0,,,,
3,43,26,0,,,,
3,44,23,0,,,,
3,44,29,0,,,,
3,44,16,0,,,,
3,44,12,0,,,,
3,44,4,0,,,,
3,44,17,0,,,,
3,45,31,0,,,,
3,45,1,0,,,,
3,45,34,0,,,,
3,45,46,0,,,,
3,45,18,0,,,,
3,45,9,0,,,,
3,46,19,0,,,,
3,46,45,0,,,,
3,46,2,0,,,,
3,47,48,0,,,,
3,47,32,0,,,,
3,47,8,0,,,,
3,47,40,0,,,,
3,47,42,0,,,,
3,47,38,0,,,,
3,48,6,0,,,,
3,48,8,0,,,,
3,48,47,0,,,,
3,48,42,0,,,,
4,0,17,0,,,,
4,0,32,0,,,,
4,0,26,0,,,,
4,0,54,0,,,,
4,0,24,0,,,,
4,0,57,0,,,,
4,0,25,0,,,,
4,0,61,0,,,,
4,1,51,0,,,,
4,1,65,0,,,,
4,1,53,0,,,,
4,2,23,0,,,,
4,2,22,0,,,,
4,2,33,0,,,,
4,2,63,0,,,,
4,2,40,0,,,,
4,3,41,0,,,,
4,3,26,0,,,,
4,3,54,0,,,,
4,3,55,0,,,,
4,3,4,0,,,,
4,3,46,0,,,,
4,3,39,0,,,,
4,3,5,0,,,,
4,3,42,0,,,,
4,3,63,0,,,,
4,3,40,0,,,,
4,3,56,0,,,,
4,4,39,0,,,,
4,4,5,0,,,,
4,4,3,0,,,,
4,4,56,0,,,,
4,5,4,0,,,,
4,5,42,0,,,,
4,5,63,0,,,,
4,5,16,0,,,,
4,5,3,0,,,,
4,6,62,0,,,,
4,6,19,0,,,,
4,6,22,0,,,,
4,6,33,0,,,,
4,6,70,0,,,,
4,6,21,0,,,,
4,7,36,0,,,,
4,7,54,0,,,,
4,7,39,0,,,,
4,7,31,0,,,,
4,7,40,0,,,,
4,8,68,0,,,,
4,8,12,0,,,,
4,9,37,0,,,,
4,9,13,0,,,,
4,9,15,0,,,,
4,9,10,0,,,,
4,10,37,0,,,,
4,10,13,0,,,,
4,10,9,0,,,,
4,10,38,0,,,,
4,10,34,0,,,,
4,11,54,0,,,,
4,11,44,0,,,,
4,11,47,0,,,,
4,11,27,0,,,,
4,11,52,0,,,,
4,12,8,0,,,,
4,12,13,0,,,,
4,12,50,0,,,,
4,12,35,0,,,,
4,12,38,0,,,,
4,13,9,0,,,,
4,13,38,0,,,,
4,13,10,0,,,,
4,13,12,0,,,,
4,14,17,0,,,,
4,14,59,0,,,,
4,14,69,0,,,,
4,14,29,0,,,,
4,15,36,0,,,,
4,15,37,0,,,,
4,15,9,0,,,,
4,15,31,0,,,,
4,16,28,0,,,,
4,16,5,0,,,,
4,16,51,0,,,,
4,16,63,0,,,,
4,16,49,0,,,,
4,17,19,0,,,,
4,17,26,0,,,,
4,17,57,0,,,,
4,17,14,0,,,,
4,17,0,0,,,,
4,17,70,0,,,,
4,18,19,0,,,,
4,18,28,0,,,,
4,18,55,0,,,,
4,18,33,0,,,,
4,18,51,0,,,,
4,18,63,0,,,,
4,19,17,0,,,,
4,19,26,0,,,,
4,19,18,0,,,,
4,19,51,0,,,,
4,19,29,0,,,,
4,19,20,0,,,,
4,19,6,0,,,,
4,20,19,0,,,,
4,20,48,0,,,,
4,20,26,0,,,,
4,20,28,0,,,,
4,20,51,0,,,,
4,20,57,0,,,,
